layer,component,explained_variance_ratio,cumulative_explained_variance
0,384,0.0005895785870961845,0.736872753885109
0,385,0.00058737862855196,0.7374601325136609
0,386,0.0005846480489708483,0.7380447805626318
0,387,0.0005823649116791785,0.738627145474311
0,388,0.0005815541371703148,0.7392086996114813
0,389,0.0005811825394630432,0.7397898821509443
0,390,0.0005778624908998609,0.7403677446418442
0,391,0.0005751264397986233,0.7409428710816428
0,392,0.0005729958065785468,0.7415158668882214
0,393,0.0005726577364839613,0.7420885246247053
0,394,0.0005708246608264744,0.7426593492855318
0,395,0.0005679162568412721,0.7432272655423731
0,396,0.0005648867809213698,0.7437921523232944
0,397,0.0005622802418656647,0.7443544325651601
0,398,0.0005605776095762849,0.7449150101747364
0,399,0.0005602783057838678,0.7454752884805202
0,400,0.0005588358035311103,0.7460341242840514
0,401,0.0005566138424910605,0.7465907381265424
0,402,0.0005529558984562755,0.7471436940249987
0,403,0.0005522183491848409,0.7476959123741835
0,404,0.0005507650785148144,0.7482466774526983
0,405,0.0005492193740792572,0.7487958968267776
0,406,0.0005481595289893448,0.749344056355767
0,407,0.0005464740097522736,0.7498905303655192
0,408,0.0005443846457637846,0.750434915011283
0,409,0.000543012807611376,0.7509779278188944
0,410,0.0005402315873652697,0.7515181594062597
0,411,0.0005389906000345945,0.7520571500062943
0,412,0.0005380469374358654,0.7525951969437301
0,413,0.0005333069711923599,0.7531285039149225
0,414,0.0005324964295141399,0.7536610003444366
0,415,0.0005315496237017214,0.7541925499681383
0,416,0.0005303898360580206,0.7547229398041964
0,417,0.0005290972185321152,0.7552520370227285
0,418,0.0005286450614221394,0.7557806820841506
0,419,0.0005246040527708828,0.7563052861369215
0,420,0.0005228738882578909,0.7568281600251794
0,421,0.0005220148013904691,0.7573501748265699
0,422,0.0005213684635236859,0.7578715432900935
0,423,0.0005189779330976307,0.7583905212231912
0,424,0.0005175450351089239,0.7589080662583001
0,425,0.0005160544533282518,0.7594241207116283
0,426,0.0005158950225450099,0.7599400157341734
0,427,0.0005110302590765059,0.7604510459932499
0,428,0.0005097878165543079,0.7609608338098042
0,429,0.0005077827372588217,0.761468616547063
0,430,0.0005050075124017894,0.7619736240594648
0,431,0.0005041476688347757,0.7624777717282996
0,432,0.0005035437061451375,0.7629813154344447
0,433,0.0005008456646464765,0.7634821610990912
0,434,0.0004962502280250192,0.7639784113271162
0,435,0.0004946041153743863,0.7644730154424906
0,436,0.0004943226813338697,0.7649673381238244
0,437,0.0004913673037663102,0.7654587054275908
0,438,0.0004885075613856316,0.7659472129889764
0,439,0.00048762920778244734,0.7664348421967588
0,440,0.00048639849410392344,0.7669212406908628
0,441,0.00048437577788718045,0.7674056164687499
0,442,0.0004837311862502247,0.7678893476550002
0,443,0.00048054137732833624,0.7683698890323285
0,444,0.00047951063606888056,0.7688493996683974
0,445,0.0004762007447425276,0.7693256004131399
0,446,0.000474569940706715,0.7698001703538466
0,447,0.0004729119536932558,0.7702730823075399
0,448,0.0004721258592326194,0.7707452081667725
0,449,0.0004692680959124118,0.7712144762626849
0,450,0.00046818848932161927,0.7716826647520065
0,451,0.0004670453490689397,0.7721497101010755
0,452,0.0004659741825889796,0.7726156842836645
0,453,0.00046363938599824905,0.7730793236696627
0,454,0.00046041005407460034,0.7735397337237373
0,455,0.0004589177842717618,0.7739986515080091
0,456,0.0004557614156510681,0.7744544129236601
0,457,0.0004536929482128471,0.774908105871873
0,458,0.0004523326933849603,0.7753604385652579
0,459,0.0004501219664234668,0.7758105605316814
0,460,0.0004479423223529011,0.7762585028540343
0,461,0.0004452117718756199,0.7767037146259099
0,462,0.0004442876670509577,0.7771480022929609
0,463,0.00044323274050839245,0.7775912350334693
0,464,0.0004422902420628816,0.7780335252755322
0,465,0.0004385512147564441,0.7784720764902886
0,466,0.0004362702602520585,0.7789083467505407
0,467,0.00043394105159677565,0.7793422878021374
0,468,0.00043233338510617614,0.7797746211872436
0,469,0.0004311059310566634,0.7802057271183003
0,470,0.0004282187728676945,0.780633945891168
0,471,0.00042542064329609275,0.7810593665344641
0,472,0.0004231973725836724,0.7814825639070477
0,473,0.00042127110646106303,0.7819038350135088
0,474,0.00042007604497484863,0.7823239110584836
0,475,0.00041562807746231556,0.782739539135946
0,476,0.00041156524093821645,0.7831511043768842
0,477,0.00040999456541612744,0.7835610989423003
0,478,0.0004051875730510801,0.7839662865153514
0,479,0.0004029103147331625,0.7843691968300845
1,0,0.020565960556268692,0.020565960556268692
1,1,0.013896008022129536,0.03446196857839823
1,2,0.011255948804318905,0.04571791738271713
1,3,0.010113073512911797,0.05583099089562893
1,4,0.008080432191491127,0.06391142308712006
1,5,0.0069206091575324535,0.07083203224465251
1,6,0.005015935283154249,0.07584796752780676
1,7,0.004504325799643993,0.08035229332745075
1,8,0.0038354324642568827,0.08418772579170763
1,9,0.0037159693893045187,0.08790369518101215
1,10,0.0033408328890800476,0.0912445280700922
1,11,0.003259996883571148,0.09450452495366335
1,12,0.0032000720966607332,0.09770459705032408
1,13,0.003103031311184168,0.10080762836150825
1,14,0.0028838785365223885,0.10369150689803064
1,15,0.00283827050589025,0.10652977740392089
1,16,0.002768355654552579,0.10929813305847347
1,17,0.002677829936146736,0.1119759629946202
1,18,0.0026411886792629957,0.1146171516738832
1,19,0.0025489588733762503,0.11716611054725945
1,20,0.0024932061787694693,0.11965931672602892
1,21,0.002465916099026799,0.12212523282505572
1,22,0.0024292708840221167,0.12455450370907784
1,23,0.0023995395749807358,0.12695404328405857
1,24,0.002377993892878294,0.12933203717693686
1,25,0.0023575429804623127,0.13168958015739918
1,26,0.002328990725800395,0.13401857088319957
1,27,0.002310981974005699,0.13632955285720527
1,28,0.002274928381666541,0.1386044812388718
