layer0_normalized_mse,layer1_normalized_mse,layer2_normalized_mse,layer3_normalized_mse,layer4_normalized_mse,layer5_normalized_mse,layer6_normalized_mse,layer7_normalized_mse,narrowband_start_index,sample_id
0.3963320255279541,0.8395779728889465,0.8348333835601807,0.9263629913330078,0.8365470767021179,0.9119061231613159,0.8743140697479248,0.8771729469299316,15,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=11
0.33275750279426575,0.7887970805168152,0.7741304636001587,0.9217591881752014,0.8944730162620544,0.8846114277839661,0.8846496939659119,0.9148691892623901,4,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=11
0.3495241403579712,0.8410785794258118,0.9784475564956665,0.8716351985931396,0.8699265122413635,0.9837706089019775,0.9025910496711731,0.9345489740371704,10,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=11
0.41985586285591125,0.9509550929069519,0.9912735223770142,0.8425363898277283,0.8081923127174377,0.8863785862922668,0.8868064284324646,0.9233482480049133,47,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=12
0.24069197475910187,0.7335512638092041,0.8274544477462769,0.818903386592865,0.9416332244873047,0.9204412698745728,0.9441244006156921,0.900050938129425,33,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=12
0.4923177659511566,0.8145306706428528,0.8889099955558777,0.8499980568885803,0.8266294002532959,0.9115602970123291,0.9568263292312622,0.9370107054710388,30,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=12
0.6093003153800964,0.9198088049888611,0.9317856431007385,0.9772597551345825,0.9526655673980713,0.935136616230011,0.8875907063484192,0.985149085521698,24,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=13
0.4138062596321106,0.8438693284988403,0.759095311164856,0.8428111672401428,0.9514769315719604,0.9083287715911865,0.8716318011283875,0.9234129190444946,22,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=13
0.3182293772697449,0.7711465954780579,0.7721015810966492,0.8325751423835754,0.8510022759437561,0.8927021622657776,0.9164209961891174,0.877975344657898,24,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=13
0.4529429078102112,0.7879075407981873,0.7683789134025574,0.72530198097229,0.8321855664253235,0.9058327674865723,0.8704679608345032,0.8537147045135498,12,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=14
0.28817760944366455,0.462800532579422,0.7963048815727234,0.7621309757232666,0.9472394585609436,0.9075102210044861,0.8640197515487671,0.9143508672714233,5,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=14
0.391262948513031,0.8931448459625244,0.8322860598564148,0.7403993606567383,0.8475644588470459,0.821873664855957,0.9540297389030457,0.8823421597480774,43,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=14
0.46501097083091736,0.92967289686203,0.9279910326004028,0.8249630331993103,0.8015535473823547,0.8545921444892883,0.9559494256973267,0.889890193939209,21,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=15
0.42892012000083923,0.5811519622802734,0.5861271619796753,0.8169311285018921,0.8450027704238892,0.9038715362548828,0.9131476879119873,0.9392013549804688,46,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=15
0.424404114484787,0.7544667720794678,0.8321418762207031,0.8575448989868164,0.9544622898101807,0.9118714332580566,0.9372060894966125,0.9710986614227295,42,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.25:r=15
0.2835088074207306,0.6689680814743042,0.7428901791572571,0.8171960115432739,0.8342340588569641,0.9450406432151794,1.0198616981506348,0.9778978824615479,21,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=0
0.3898029923439026,0.7717269062995911,0.9538314938545227,0.8772765398025513,0.8338292241096497,0.8698406219482422,0.9194883704185486,0.9066335558891296,27,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=0
0.37135571241378784,0.6855698227882385,0.8264307975769043,0.9203135371208191,0.7073026895523071,0.8461113572120667,0.8074033856391907,0.8452410101890564,19,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=0
0.2570125162601471,0.8006280064582825,0.7699882984161377,0.7698575258255005,0.7074409127235413,0.9944508075714111,0.9004767537117004,0.7621187567710876,15,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=1
0.28753429651260376,0.9008113145828247,0.8882429003715515,0.8525809049606323,0.8687120079994202,0.9518556594848633,0.914361834526062,0.8269973993301392,3,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.5:r=1
