architecture,cosine_similarity,finite,group,layer,normalized_mse,optimal_scalar_rescaled_normalized_loss,pearson_correlation,power_ratio,raw_mse,reconstruction_mean,reconstruction_power,reconstruction_std,relative_improvement_over_zero,subset,target_power,zero_normalized_mse
per_layer_pca_480,0.7720798924565315,True,seen_utterance_unseen_channel,2,0.40202364325523376,0.39087677001953125,0.7720718383789062,0.5983094498515129,0.5365545637905598,0.0038008764386177063,0.8364833295345306,0.9145866632461548,0.5979763567447662,subset_full,1.3726950734853745,1.0
per_layer_pca_480,0.7239857092499733,True,seen_utterance_unseen_channel,3,0.47086721286177635,0.45257046818733215,0.7239883318543434,0.529280036687851,0.4454331174492836,-0.0004890582640655339,0.5389000400900841,0.734097957611084,0.5291327871382236,subset_full,0.9842292293906212,1.0
per_layer_pca_480,0.723952405154705,True,seen_utterance_unseen_channel,4,0.47236502170562744,0.4582367539405823,0.7239608988165855,0.5272256545722485,0.36385224387049675,0.002077043056488037,0.4297945499420166,0.6555838584899902,0.5276349782943726,subset_full,0.7940265238285065,1.0
per_layer_pca_480,0.7176586389541626,True,seen_utterance_unseen_channel,5,0.4812217876315117,0.4688599407672882,0.7176465019583702,0.5190036259591579,0.32029975578188896,0.0014264486962929368,0.3629514295607805,0.60245281457901,0.5187782123684883,subset_full,0.6831459142267704,1.0
per_layer_pca_480,0.700233981013298,True,seen_utterance_unseen_channel,6,0.5041147395968437,0.49002406001091003,0.7002189978957176,0.49578404426574707,0.2793910317122936,0.0025414051488041878,0.29069555923342705,0.539155900478363,0.4958852604031563,subset_full,0.570157777518034,1.0
per_layer_pca_480,0.7035004869103432,True,seen_utterance_unseen_channel,7,0.5017340332269669,0.4923795461654663,0.7034977376461029,0.49848873540759087,0.24377774074673653,0.0025430703535676003,0.2514275424182415,0.5014190673828125,0.49826596677303314,subset_full,0.4951012209057808,1.0
per_layer_pca_480,0.7922843396663666,True,unseen_speaker_unseen_utterance_unseen_channel,0,0.3721190206706524,0.3717232048511505,0.7922317087650299,0.6288171038031578,4.606498956680298,0.04894416779279709,7.797248542308807,2.791926622390747,0.6278809793293476,subset_full,12.392269253730774,1.0
per_layer_pca_480,0.4952281378209591,True,unseen_speaker_unseen_utterance_unseen_channel,1,0.7505574598908424,0.7489902377128601,0.4951954074203968,0.2500879652798176,1.692360296845436,0.0030740881338715553,0.5687015727162361,0.7541167736053467,0.24944254010915756,subset_full,2.2595212757587433,1.0
per_layer_pca_480,0.4224116951227188,True,unseen_speaker_unseen_utterance_unseen_channel,2,0.8208243399858475,0.8204047679901123,0.42238805815577507,0.1805381290614605,1.2467257380485535,0.00205397536046803,0.27497489750385284,0.5243764519691467,0.17917566001415253,subset_full,1.5196428149938583,1.0
per_layer_pca_480,0.4010545313358307,True,unseen_speaker_unseen_utterance_unseen_channel,3,0.838781051337719,0.8396013975143433,0.4010472372174263,0.16305591724812984,0.9703157544136047,0.002041317755356431,0.18743226490914822,0.4329296350479126,0.16121894866228104,subset_full,1.1556793302297592,1.0
per_layer_pca_480,0.36815813556313515,True,unseen_speaker_unseen_utterance_unseen_channel,4,0.8639950379729271,0.8638148903846741,0.3681570179760456,0.1377092069014907,0.7610215991735458,0.001337460009381175,0.12146823760122061,0.3485203981399536,0.1360049620270729,subset_full,0.8809954449534416,1.0
per_layer_pca_480,0.3445798233151436,True,unseen_speaker_unseen_utterance_unseen_channel,5,0.880809836089611,0.8815237879753113,0.3445783518254757,0.12000688537955284,0.6679569259285927,0.0023083596024662256,0.09041734226047993,0.30068591237068176,0.11919016391038895,subset_full,0.7577285766601562,1.0
per_layer_pca_480,0.3303689733147621,True,unseen_speaker_unseen_utterance_unseen_channel,6,0.890742689371109,0.8907952904701233,0.3303455114364624,0.11111536342650652,0.5681655034422874,-9.797501843422651e-05,0.07082865200936794,0.26613649725914,0.10925731062889099,subset_full,0.6378127038478851,1.0
per_layer_pca_480,0.31770700961351395,True,unseen_speaker_unseen_utterance_unseen_channel,7,0.8985971957445145,0.8983971476554871,0.3177305869758129,0.1026376411318779,0.49211013689637184,0.0003506745269987732,0.056312930304557085,0.2373032122850418,0.10140280425548553,subset_full,0.5477624796330929,1.0
normalized_flat_mlp,0.4741946719586849,True,same_speaker_unseen_utterance_unseen_channel,0,0.7761591300368309,0.7753408551216125,0.47419413551688194,0.2572415079921484,9.732250571250916,0.041055258363485336,3.2201777398586273,1.7940157651901245,0.2238408699631691,subset_16,12.534753203392029,1.0
normalized_flat_mlp,0.02781883184798062,True,same_speaker_unseen_utterance_unseen_channel,1,1.013689085841179,0.9992314577102661,0.027814573142677546,0.022201812360435724,2.2128303200006485,0.00019136785704176873,0.04685131926089525,0.21645158529281616,-0.013689085841178894,subset_16,2.1837127953767776,1.0
normalized_flat_mlp,0.0194242792786099,True,same_speaker_unseen_utterance_unseen_channel,2,1.0152311325073242,0.9996304512023926,0.019379302219022065,0.020921697607263923,1.3523593544960022,0.00167983362916857,0.027537440648302436,0.16593559086322784,-0.015231132507324219,subset_16,1.3321861624717712,1.0
normalized_flat_mlp,0.010341306653572246,True,same_speaker_unseen_utterance_unseen_channel,3,1.0164012759923935,0.9998968243598938,0.010333866870496422,0.01931589120067656,1.0458897054195404,-0.0009849094785749912,0.019535411847755313,0.139765664935112,-0.016401275992393494,subset_16,1.0292354598641396,1.0
