layer,raw_mse,normalized_mse,target_power,reconstruction_power,power_ratio,cosine_similarity,pearson_correlation
0,5.9005303382873535,0.45983806252479553,12.831757545471191,2.707625389099121,0.21100971102714539,0.8176321983337402,0.8175778388977051
1,0.5524913668632507,0.22599893808364868,2.4446635246276855,1.4301435947418213,0.5850062966346741,0.8884062170982361,0.8884062170982361
2,0.2782106101512909,0.18260852992534637,1.5235357284545898,1.0855575799942017,0.7125251889228821,0.9062284231185913,0.9062272310256958
3,0.18420711159706116,0.16106899082660675,1.1436535120010376,0.9014792442321777,0.7882450819015503,0.9163764119148254,0.9163716435432434
4,0.13619165122509003,0.14959725737571716,0.910388708114624,0.7633334398269653,0.8384698033332825,0.9221958518028259,0.9221938848495483
5,0.09621771425008774,0.1364457607269287,0.7051718831062317,0.6357734799385071,0.9015865325927734,0.9294919967651367,0.9294896721839905
6,0.08966199308633804,0.13854309916496277,0.6471776366233826,0.5876080989837646,0.9079548716545105,0.9284675717353821,0.928467869758606
7,0.06611629575490952,0.12892088294029236,0.5128439664840698,0.4895210266113281,0.9545223712921143,0.9342925548553467,0.9342927932739258
