gate_passed,max_epochs,plateau,same_speaker_loss,subset_size,train_loss,train_slope,unseen_layer0_correlation,unseen_layers1_to_7_correlation,unseen_slope,unseen_speaker_loss
False,64,False,1.013796018436551,16,0.9877276420593262,-0.011332392692565918,0.16230852529406548,0.0033901042779689305,-0.0023120036348700523,1.0118680903688073
False,64,False,0.9991082716733217,64,0.9777935743331909,-0.013728559017181396,0.3940243273973465,0.013168324391049932,-0.006418167147785425,0.9982141777873039
False,64,False,0.9808681653812528,256,0.9751541614532471,-0.007204890251159668,0.44936662539839745,0.023680534299014004,-0.00670428154990077,0.9806032236665487
False,64,False,0.9685492562130094,full,0.9681240320205688,-0.0018649697303771973,0.4881504103541374,0.02972875948762521,-0.0027279709465801716,0.9697393216192722
