comparison,delta_equalized_symbol_nmse,delta_post_eq_sinr_empirical_db,delta_si_sdr_db,delta_stft_ratio,delta_summed_latent_nmse,delta_waveform_snr_db,nominal_snr_db,realization,utterance_index
A_to_B,0.19438818097114563,-2.1375300884246826,-2.4031466841697693,0.14747660681406383,0.08154124021530151,-1.270460844039917,5.0,1,31
A_to_B,1.8448409140110016,-8.320181608200073,-4.600842714309692,0.4832920374729823,0.16261811554431915,-2.615546703338623,5.0,0,32
A_to_B,2.293735057115555,-9.140501499176025,1.710536241531372,-0.008272125535133457,0.0199040025472641,1.1460647583007812,5.0,1,32
A_to_B,0.6296225488185883,-4.670740097761154,0.36952297389507294,-0.03430368934533945,0.019759386777877808,0.8264696598052979,5.0,0,33
A_to_B,4.130464345216751,-11.528034687042236,-3.4016393423080444,0.08701299346970637,0.0703737884759903,-1.7522287368774414,5.0,1,33
A_to_B,3.926321417093277,-11.155612468719482,-5.75598931312561,0.4093566923744867,0.12358596920967102,-2.736193299293518,5.0,0,34
A_to_B,0.9920026957988739,-6.1632972955703735,-7.788278937339783,0.6178986835141904,0.1329214721918106,-2.621121823787689,5.0,1,34
A_to_B,11.893461734056473,-15.660238265991211,-1.7531164586544037,0.18656400853183874,0.050302013754844666,-0.14280486106872559,5.0,0,35
A_to_B,1.5420194566249847,-7.885793447494507,-12.057681441307068,0.9863764545488567,0.2301027774810791,-3.676747977733612,5.0,1,35
A_to_B,0.26164594292640686,-2.5791616439819336,1.9116158485412598,0.10644035843802269,0.03779138624668121,0.3977844715118408,5.0,0,36
A_to_B,0.21083664894104004,-2.3450379371643066,-2.12097704410553,0.06565925898160874,0.012618348002433777,-0.8533439636230469,5.0,1,36
A_to_B,2.6105728447437286,-9.621411800384521,-0.9018754959106445,0.14940500341357765,0.034810349345207214,-0.6268329620361328,5.0,0,37
A_to_B,0.6121001839637756,-4.685925513505936,1.6262603998184204,0.04153527567892601,-0.006536930799484253,1.0970187187194824,5.0,1,37
A_to_B,0.4001801013946533,-3.608020544052124,-2.328887462615967,0.14132015647415752,0.06161452829837799,-1.0639840364456177,5.0,0,38
A_to_B,3.4970380067825317,-10.69844675064087,0.1265091896057129,0.007609537240226505,0.012686029076576233,0.24174916744232178,5.0,1,38
A_to_B,0.8570857644081116,-5.660971522331238,0.5085058212280273,0.03994330848865024,0.042425692081451416,0.37371617555618286,5.0,0,39
A_to_B,2.1838557422161102,-8.926157236099243,-7.678705215454102,0.22947524253824625,0.14975231885910034,-0.307425320148468,5.0,1,39
A_to_B,1.2658827602863312,-7.079881906509399,-4.735249951481819,0.5523537512165089,0.26200009882450104,-1.5339655876159668,5.0,0,40
A_to_B,-0.08602738380432129,1.4173579216003418,1.3116368055343628,-0.12094279700705912,-0.026760324835777283,0.6771364212036133,5.0,1,40
A_to_B,0.9849361479282379,-6.095847964286804,-4.868974089622498,0.30031359532754043,0.07708925008773804,-2.0489206314086914,5.0,0,41
A_to_B,0.6910356283187866,-5.102302773681004,-0.5388557314872742,0.0072850232186099095,0.002852410078048706,-0.2852804660797119,5.0,1,41
A_to_B,0.3383025825023651,-3.0612910985946655,0.5014325380325317,0.04312514737392492,0.0841435045003891,0.36195075511932373,5.0,0,42
A_to_B,0.4470233619213104,-3.89016330242157,-0.8414679616689682,-0.03097856286074574,0.0025998204946517944,-0.4891011714935303,5.0,1,42
A_to_B,3.355197012424469,-10.492854595184326,-0.4766716957092285,0.020698635475220772,0.12251138687133789,0.19275635480880737,5.0,0,43
A_to_B,-0.18009479343891144,3.628293991088867,1.0272047519683838,-0.06684414453927201,-0.057612672448158264,0.05407392978668213,5.0,1,43
A_to_B,0.6220029294490814,-4.731625080108643,3.1151866912841797,0.3034484903651724,0.15918606519699097,1.551083505153656,5.0,0,44
