aggregate_layer_nmse,channel_policy,clean_si_sdr_db,clean_stft_l1,clean_waveform_snr_db,csi_nmse,delta_si_sdr_db,delta_waveform_snr_db,pilot_evm,post_equalization_sinr_db,post_equalization_sinr_linear,realization,seed,si_sdr_db,snr_db,stft_l1,stft_ratio,summed_latent_correlation,summed_latent_nmse,summed_latent_power_ratio,summed_latent_snr_db,utterance_id,utterance_index,waveform_snr_db
0.3656569719314575,fixed,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.0062998090870678425,0.09650278091430664,0.2106410264968872,0.3061204254627228,4.895431041717529,3.087045907974243,0,550922807,-3.007502555847168,10.0,0.09415985643863678,1.2508884104245832,0.8743360638618469,0.23602187633514404,0.8059277534484863,6.270477771759033,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.2807202339172363
0.6580201387405396,random,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.007345137652009726,-2.588564872741699,-0.03489983081817627,0.6111587882041931,-3.0300941467285156,0.49772629141807556,0,1459305633,-5.692570209503174,5.0,0.14751069247722626,1.9596399422477548,0.653914749622345,0.573518693447113,0.47504517436027527,2.4145240783691406,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.0351793766021729
0.7130703926086426,random,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.036476802080869675,-14.907076358795166,-1.3322457373142242,0.8411431312561035,-4.31568717956543,0.3701956570148468,1,427239399,-18.01108169555664,5.0,0.15819503366947174,2.1015785461910568,0.7712544798851013,0.40536069869995117,0.6218341588973999,3.921583652496338,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,-0.2621665298938751
0.26937413215637207,random,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.002388650318607688,-0.19203996658325195,0.07203948497772217,0.21819911897182465,11.209903717041016,13.212664604187012,0,438089033,-3.2960453033447266,10.0,0.09034409373998642,1.2001970275231792,0.9197150468826294,0.15498609840869904,0.9014652967453003,8.09707260131836,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.1421186923980713
0.3638342618942261,random,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.0051032863557338715,0.7851147651672363,0.5076297521591187,0.2837340533733368,2.6753532886505127,1.8515493869781494,1,1345168288,-2.3188905715942383,10.0,0.09318337589502335,1.2379161285922806,0.9052968621253967,0.18159323930740356,0.8832295536994934,7.409003257751465,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.5777089595794678
0.3372343182563782,random,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.0014647714560851455,1.574854850769043,0.9026545286178589,0.2013523131608963,4.38149356842041,2.7425167560577393,0,2011280598,-1.5291504859924316,15.0,0.08662794530391693,1.1508289933532658,0.9061030149459839,0.1794002503156662,0.8606043457984924,7.4617695808410645,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.972733736038208
0.35890084505081177,random,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.0013412167318165302,-1.6158366203308105,-0.2596551775932312,0.23457683622837067,3.6448023319244385,2.314622640609741,1,725129817,-4.719841957092285,15.0,0.10570721328258514,1.4042919455770113,0.8661528825759888,0.25267940759658813,0.8474491238594055,5.974301815032959,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,0.8104240298271179
0.3529055118560791,fixed,7.409512519836426,0.07010137289762497,7.990209579467773,0.0062998090870678425,-3.296976089477539,-2.455831527709961,0.3061204254627228,4.873281478881836,3.0713417530059814,0,550922807,4.112536430358887,10.0,0.09341862052679062,1.3326218398492398,0.8486711382865906,0.2795330882072449,0.7105796337127686,5.53566837310791,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,5.5343780517578125
0.5871642231941223,random,7.409512519836426,0.07010137289762497,7.990209579467773,0.013734684325754642,-6.478403866291046,-4.4895920753479,0.5600534677505493,-0.29249051213264465,0.9348694086074829,0,1175773957,0.9311086535453796,5.0,0.11203185468912125,1.598140664844481,0.8630474805831909,0.2550104260444641,0.7537412643432617,5.934420585632324,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,3.500617504119873
0.5989236831665039,random,7.409512519836426,0.07010137289762497,7.990209579467773,0.011253654025495052,-15.276034355163574,-7.3326170444488525,0.6253171563148499,-2.2063992023468018,0.601672351360321,1,1600289155,-7.866521835327148,5.0,0.19319991767406464,2.7560076170863446,0.8225430846214294,0.32326367497444153,0.6858255863189697,4.904430866241455,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,0.6575925350189209
