frame,summed_nmse
0,0.29480496048927307
1,0.3272669315338135
2,0.21286195516586304
3,0.2812578082084656
4,0.21857403218746185
5,0.23872193694114685
6,0.279859334230423
7,0.21727757155895233
8,0.27018123865127563
9,0.22188608348369598
10,0.23636814951896667
11,0.2732861638069153
12,0.21288996934890747
13,0.2816166579723358
14,0.2330329418182373
15,0.23754049837589264
16,0.2676435112953186
17,0.206340953707695
18,0.2771174907684326
19,0.22488437592983246
20,0.23872725665569305
21,0.27192723751068115
22,0.219297856092453
23,0.29328253865242004
24,0.2300160974264145
25,0.23156672716140747
26,0.2696836292743683
27,0.21096400916576385
28,0.27971047163009644
29,0.224905326962471
30,0.225510835647583
31,0.2784746587276459
32,0.22053858637809753
33,0.2837410569190979
34,0.22387637197971344
35,0.24278190732002258
36,0.3170028626918793
37,0.2195654809474945
38,0.2802871763706207
39,0.22836995124816895
40,0.23753146827220917
41,0.28668126463890076
42,0.27215972542762756
43,0.49423947930336
44,0.30048874020576477
45,0.2624553143978119
46,0.29045575857162476
47,0.22623683512210846
48,0.32248157262802124
49,0.2807735502719879
