burst_start_symbol,layer0_loss,layer1_loss,layer2_loss,layer3_loss,layer4_loss,layer5_loss,layer6_loss,layer7_loss,sample_id
22,0.4107110798358917,0.7640379667282104,0.8289538621902466,0.8575599193572998,0.957867443561554,0.9029913544654846,0.8939652442932129,0.9636364579200745,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=15
7,0.21520303189754486,0.6875121593475342,0.7331700921058655,0.8049174547195435,0.8198946714401245,0.9368019104003906,1.0080009698867798,0.9706646800041199,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=0
16,0.3965705335140228,0.809072732925415,0.9565098285675049,0.8699813485145569,0.8294861316680908,0.8600492477416992,0.9141510725021362,0.902768075466156,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=0
5,0.36923325061798096,0.6968809366226196,0.8007922172546387,0.903290867805481,0.6964132189750671,0.8303067088127136,0.7993339896202087,0.8412619829177856,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=0
8,0.22141586244106293,0.7964661717414856,0.7244483232498169,0.7469916939735413,0.6074954271316528,0.9804818034172058,0.8786349296569824,0.6220154166221619,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=1
13,0.2490648329257965,0.9015116691589355,0.8749090433120728,0.8486378192901611,0.8618403077125549,0.955681562423706,0.9338826537132263,0.7745967507362366,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=1
16,0.3029176592826843,0.7609033584594727,0.7910434007644653,0.8492212891578674,0.8448911309242249,0.831352174282074,0.9006484746932983,0.9088498950004578,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=1
8,0.14984773099422455,0.7128707766532898,0.6966615915298462,0.7902742028236389,0.8318659067153931,0.7312614917755127,0.91342693567276,0.8009828925132751,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=2
5,0.5260390639305115,0.8902308940887451,0.7531062364578247,0.9099166393280029,0.9495595693588257,0.9999929666519165,0.860265851020813,0.869856595993042,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=2
3,0.40585845708847046,0.7149671912193298,0.7734611630439758,0.8126671314239502,0.8378727436065674,0.9038662910461426,0.9068076610565186,0.9272681474685669,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=2
16,0.6407430171966553,0.9176121354103088,0.9394139051437378,1.0094163417816162,0.9549015164375305,0.8059602975845337,0.8528497219085693,0.9943687915802002,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=3
6,0.2513553202152252,0.6840441823005676,0.7633237242698669,0.8297789692878723,0.798141598701477,0.8977851271629333,0.9435079097747803,0.9300340414047241,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=3
7,0.5807675719261169,0.8167426586151123,0.7925535440444946,0.9007457494735718,0.8897656798362732,0.889694333076477,0.9468365907669067,0.9438959360122681,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=3
7,0.42223769426345825,0.9425495266914368,0.9215047955513,0.9287102222442627,0.8308048248291016,0.9586226344108582,0.8516767621040344,0.941389799118042,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=4
11,0.209194615483284,0.701903223991394,0.7940470576286316,0.7687802910804749,0.8486009240150452,0.8508058190345764,0.840910017490387,0.9346363544464111,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=4
16,0.343755841255188,0.5608978867530823,0.78075110912323,0.831254780292511,0.8118067979812622,0.871823787689209,0.8941665291786194,0.8932007551193237,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=4
16,0.30225062370300293,0.8197112679481506,0.8320098519325256,0.9140725135803223,0.8702899217605591,0.7976846694946289,0.9046295285224915,0.8490495085716248,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=5
8,0.3738749027252197,0.8273182511329651,0.7374664545059204,0.8296381831169128,0.8303008079528809,0.8337865471839905,0.8392236828804016,0.937339186668396,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=5
7,0.2839915156364441,0.757044792175293,0.8156259655952454,0.8030025362968445,0.8111659288406372,0.9065685272216797,0.8918386101722717,0.8974035978317261,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=5
