loss,pilot_overlap_fraction,sample_id
0.7054232861846685,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=2
0.840078342705965,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=2
0.7838607281446457,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=2
0.8940960019826889,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=3
0.762790609151125,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=3
0.8393218219280243,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=3
0.8504985421895981,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=4
0.7439689766615629,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=4
0.7480662129819393,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=4
0.7851163558661938,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=5
0.7747874408960342,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=5
0.7702526263892651,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=5
0.8149549961090088,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=6
0.7838840913027525,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=6
0.8584938272833824,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=6
0.7863501496613026,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=7
0.7123232334852219,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=7
0.8498348630964756,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=7
0.754385631531477,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=8
0.7594861872494221,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=8
0.7617380805313587,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=8
0.6770481318235397,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=9
0.7973496243357658,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=9
0.7801082357764244,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=9
0.6957335006445646,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=10
0.7703506201505661,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=10
0.794284999370575,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=10
0.8005862645804882,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=11
0.796343732625246,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=11
0.8244836330413818,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=11
0.8348843827843666,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=12
0.7827737871557474,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=12
0.832726314663887,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=12
0.8970707133412361,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=13
0.799501333385706,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=13
0.7701607719063759,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=13
0.7511856555938721,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=14
0.7304796297103167,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=14
0.7914741151034832,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=14
0.8310484029352665,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=15
0.7441660016775131,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=15
0.8224654160439968,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=15
0.7720206212252378,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=0
0.8173236213624477,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=0
0.7421891465783119,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=0
0.6972437035292387,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=1
0.8000155799090862,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=1
0.7737284228205681,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=1
0.7033989410847425,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=2
0.8448709771037102,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=2
0.7853460982441902,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=2
0.889408215880394,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=3
0.7622463591396809,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=3
0.8451252579689026,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=3
0.8496870324015617,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=4
0.7436097878962755,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=4
0.7484571859240532,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=4
0.7862122356891632,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=5
0.7761185020208359,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=5
0.7708301842212677,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=5
0.8202297240495682,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=6
0.7836844474077225,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=6
0.8569066151976585,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=6
0.786169771105051,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=7
0.7123009376227856,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=7
0.8483199328184128,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=7
0.750792620703578,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=8
0.7608299925923347,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=8
0.7624492570757866,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=8
0.6737795546650887,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=9
0.802883792668581,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=9
0.7788205780088902,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=9
0.6939347200095654,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=10
0.7709709517657757,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=10
0.7929098196327686,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=10
0.8022416010499,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=11
0.7983608618378639,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=11
0.827977079898119,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=11
0.8323861621320248,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=12
0.7804281525313854,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=12
0.8367457874119282,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=12
0.8993285968899727,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=13
0.8002480901777744,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=13
0.7699930295348167,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=13
0.7504801787436008,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=14
0.7295024376362562,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=14
0.7895828299224377,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=14
0.8303829319775105,0.5,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=15
0.7453289739787579,0.5,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=15
0.8220433704555035,0.5,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.5:r=15
0.7462349869310856,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=0
0.8489543125033379,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=0
0.771124579012394,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=0
0.6938512232154608,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=1
0.7900309711694717,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=1
0.8686097115278244,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=1
0.7087092660367489,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=2
0.7588192373514175,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=2
0.7928443998098373,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=2
0.7618586048483849,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=3
0.7636820711195469,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=3
0.8045894913375378,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=3
0.8256738223135471,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=4
0.8165927529335022,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=4
0.8254027999937534,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=4
0.8217258267104626,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=5
0.9189727529883385,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=5
0.8184581771492958,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=5
0.8162351027131081,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=6
0.8222872912883759,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=6
0.8554031103849411,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=6
0.8254884816706181,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=7
0.7689940445125103,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=7
0.855112474411726,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=7
0.7384863756597042,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=8
0.7898459620773792,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=8
0.8194624818861485,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=8
0.72641546651721,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=9
0.7666103150695562,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=9
0.8159163780510426,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=9
0.7112165726721287,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=10
0.8579650856554508,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=10
0.8224052637815475,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=10
0.833170548081398,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=11
0.8098319843411446,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=11
0.8301194384694099,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=11
0.8338814601302147,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=12
0.7873213309794664,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=12
0.7957267425954342,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=12
0.778843242675066,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=13
0.771468210965395,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=13
0.8651326112449169,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=13
0.8041592687368393,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=14
0.7767884694039822,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=14
0.8231486566364765,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=14
0.7911084033548832,0.125,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=15
0.7794925644993782,0.125,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=15
0.851763729006052,0.125,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.125:r=15
0.750809608027339,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=0
0.8533877693116665,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=0
0.7681949362158775,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=0
0.7029678672552109,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=1
0.7913915999233723,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=1
0.8758435621857643,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=1
0.6975623015314341,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=2
0.7570606656372547,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=2
0.7952250838279724,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=2
0.7591559514403343,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=3
0.7695634104311466,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=3
0.8074368424713612,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=3
0.8261984661221504,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=4
0.836169645190239,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=4
0.8181346915662289,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=4
0.8200402818620205,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=5
