aggregate_layer_nmse,awgn_power,channel_estimation_nmse,channel_hash,condition,cross_term_energy_ratio,csi_distortion_energy_ratio,delta_si_sdr_db,delta_waveform_snr_db,equalized_symbol_correlation,equalized_symbol_nmse,h_power_below_0_01_fraction,h_power_below_0_1_fraction,h_power_p05,h_power_p10,mean_h_power,median_h_power,minimum_h_power,noise_component_energy_ratio,noise_hash,nominal_snr_db,per_layer_nmse,pilot_evm,pilot_mask_hash,post_eq_sinr_empirical_db,post_eq_sinr_empirical_linear,realization,resource_mapping_hash,seed,si_sdr_db,stft_ratio,summed_latent_nmse,summed_latent_snr_db,total_residual_energy_ratio,transmit_symbol_power,transmitted_symbol_hash,utterance_id,utterance_index,waveform_snr_db
0.48182758688926697,0.32055237889289856,0.0064083789475262165,c5ae82d927023b8aaafe5bd8255756c4414e064524b1f3f311e6f3ac5e3f7973,multipath_estimated_csi,-0.002261873334646225,0.012137003242969513,-1.142327070236206,-0.28313106298446655,0.6949395537376404,1.0373647212982178,0.0,0.04583333432674408,0.23191756010055542,0.34555938839912415,1.3435604572296143,1.0534942150115967,0.010178671218454838,1.0274895429611206,149a25a6eafa6f218899f33117e9991a73b90e0010177ec39e2e61e7762d7336,5.0,"[0.17800453305244446,0.604752779006958,0.5556351542472839,0.6752714514732361,0.4113365411758423,0.377609521150589,0.6469526886940002,0.4050578773021698]",0.5009542107582092,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,-0.1593145728111267,0.9639811515808105,0,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,1883077054,-4.221814155578613,1.5343273473933732,0.2431621253490448,6.141040802001953,1.0373647212982178,0.9999999403953552,dd207ea90c2e34e9fdd8e0cc7a35f67a13887d898ad8461bc88a2ad776853afc,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,0.7946160435676575
0.608729898929596,0.3073570132255554,0.008268344216048717,f72e1b9edac936b7a4688ee73855bb149f98400cab10080886c5bfbff76dd610,multipath_estimated_csi,-0.0007472076104022563,0.03331194445490837,-4.323667287826538,-1.0529004838317633,0.6541449427604675,1.3198540210723877,0.0,0.125,0.055167991667985916,0.0963672399520874,0.7301909327507019,0.7780318260192871,0.017788076773285866,1.2872893810272217,f65f8e43f5cf4a165052d6cc880385dcceee1204c16d81695a3c042540b1d308,5.0,"[0.21202488243579865,0.3220459520816803,0.5180130004882812,0.9520592093467712,0.49667397141456604,0.8074678182601929,0.9533700942993164,0.6081843376159668]",0.709479570388794,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,-1.2052589654922485,0.7576595544815063,1,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,2034036466,-7.403154373168945,1.548958325290908,0.2768288850784302,5.57788610458374,1.3198540210723877,0.9999999403953552,dd207ea90c2e34e9fdd8e0cc7a35f67a13887d898ad8461bc88a2ad776853afc,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,0.024846622720360756
0.28619059920310974,0.10362151265144348,0.0026586938183754683,b372f7a44534e69c585bfd555d6834ef398cf6da26a67652d57bd1cc748928a7,multipath_estimated_csi,-0.0010485737584531307,0.005959893111139536,-0.6248831748962402,-0.1866542100906372,0.949415922164917,0.10541466623544693,0.0,0.012500000186264515,0.24781370162963867,0.31918027997016907,2.063443183898926,1.909194827079773,0.09062780439853668,0.1005033403635025,a72a718c2280cf6eb47f431f900ca1a366419ac7d436fac1c292b88ad6a03e87,10.0,"[0.17678183317184448,0.20597711205482483,0.24480359256267548,0.2150581181049347,0.31379956007003784,0.45332837104797363,0.28507137298583984,0.3947049081325531]",0.21315285563468933,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,9.770990371704102,9.486346244812012,0,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,1529617810,-3.7043702602386475,1.2087583940647793,0.15501926839351654,8.09614372253418,0.10541466623544693,0.9999999403953552,dd207ea90c2e34e9fdd8e0cc7a35f67a13887d898ad8461bc88a2ad776853afc,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,0.8910928964614868
0.4583120048046112,0.10430201888084412,0.01416709553450346,ec642456addbef85d13b64e75e223bb4651944b87cc19e52003d4e93e3c76f12,multipath_estimated_csi,-0.21284432709217072,0.39340940117836,-3.8751027584075928,-0.6971063613891602,0.5152423977851868,2.3646934032440186,0.0,0.10833333432674408,0.032095618546009064,0.07589041441679001,0.6990999579429626,0.4894484877586365,0.01574505679309368,2.1841282844543457,00120abc5ff88ed8144abcb83b0fd28afcfa7d4ad39cdf48ef735bb99a3e0c1b,10.0,"[0.22128695249557495,0.9626150131225586,0.32644668221473694,0.18007288873195648,0.45046111941337585,0.5976763367652893,0.6110220551490784,0.31691503524780273]",0.35874563455581665,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,-3.737748622894287,0.42288780212402344,1,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,1223476395,-6.95458984375,1.5410608122166467,0.277911901473999,5.5609283447265625,2.3646934032440186,0.9999999403953552,dd207ea90c2e34e9fdd8e0cc7a35f67a13887d898ad8461bc88a2ad776853afc,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,0.38064074516296387
0.374573290348053,0.03068644553422928,0.0036534375976771116,f93daa99714f3a248ae13d05354060f1b9fa6eb9ac965f96148230f2e481cb4d,multipath_estimated_csi,0.0025408074725419283,0.016481002792716026,-0.12319588661193848,0.19920241832733154,0.8337806463241577,0.42164623737335205,0.03333333507180214,0.27916666865348816,0.01912565343081951,0.02976609580218792,0.5744605660438538,0.4777667820453644,0.008193215355277061,0.4026243984699249,557f4c8dca1fd27f3892bf771f34ec7800a153265a3a853c36e3606c44304b53,15.0,"[0.1972285807132721,0.19942604005336761,0.2569711208343506,0.17428232729434967,0.30612894892692566,0.2645830810070038,0.8614689707756042,0.736497163772583]",0.22091229259967804,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,3.7505176067352295,2.3716564178466797,0,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,119278063,-3.2026829719543457,1.2304835333694821,0.1828261762857437,7.379616737365723,0.42164626717567444,0.9999999403953552,dd207ea90c2e34e9fdd8e0cc7a35f67a13887d898ad8461bc88a2ad776853afc,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.2769495248794556
0.2551988959312439,0.031174516305327415,0.0012139558093622327,23e4d1aa0d0a07807de8ed12084339b1ba5ead4c7acdf3982ea9e16350e77516,multipath_estimated_csi,-2.589997347968165e-05,0.0021136782597750425,1.0122413635253906,0.578964114189148,0.9690400958061218,0.06413750350475311,0.0,0.0,0.18201790750026703,0.18992622196674347,0.7501118183135986,0.7231516242027283,0.12184731662273407,0.06204972788691521,193762e8bf84d3851cfc35bae551b66b6e401a2d9e91217277cc3cb4ba08d79b,15.0,"[0.1793503314256668,0.2030920386314392,0.23255161941051483,0.2185746133327484,0.30966705083847046,0.24332943558692932,0.38001298904418945,0.2750132083892822]",0.19946414232254028,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,11.928878784179688,15.59150218963623,1,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,1239132876,-2.0672457218170166,1.0821844790794992,0.1496027559041977,8.250603675842285,0.06413750350475311,0.9999999403953552,dd207ea90c2e34e9fdd8e0cc7a35f67a13887d898ad8461bc88a2ad776853afc,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,0,1.656711220741272
0.5052032470703125,0.30808520317077637,0.007562592159956694,f605e3198fd312994fcf44c2dd7d03e82716489193e159b2313837f03cc3f267,multipath_estimated_csi,-0.00978838186711073,0.036414362490177155,-7.607689335942268,-5.116597652435303,0.7169243693351746,0.9213502407073975,0.01666666753590107,0.07916666567325592,0.047391489148139954,0.1701963245868683,1.135658860206604,1.037549376487732,0.0023677609860897064,0.8947241902351379,dd7b6f298852554e17d8924ac6995802ff76e257ab1b9eb395c83641414e984b,5.0,"[0.16906996071338654,0.7083266377449036,0.5541099309921265,0.7568725347518921,0.44097456336021423,0.6833781599998474,0.372283399105072,0.35661056637763977]",0.46394750475883484,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,0.3557526469230652,1.0853636264801025,0,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,648303661,-0.19888253509998322,1.9748636273824887,0.27176740765571594,5.658026218414307,0.9213502407073975,1.0,34af8f299ac8c282424f79bb61e50db124597ff25a85d01f8031c8d9e5dc4ef0,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,2.872816562652588
0.5889546275138855,0.31241703033447266,0.03561653941869736,09da0cb2d47a077d913b15860cd0d4a63b5131375310b4dcbc5976dadbd74e98,multipath_estimated_csi,0.022480206564068794,0.07496779412031174,-9.546098232269287,-5.930400609970093,0.6812078952789307,1.3284255266189575,0.0,0.03333333507180214,0.17668868601322174,0.2706664800643921,0.69229656457901,0.5757038593292236,0.039424944669008255,1.2309775352478027,d83fca26d58f631f93aa11278ffac00a5da095d5bb02e5ea3fdc986ce0e73bda,5.0,"[0.2140914648771286,0.7599015235900879,0.5604414939880371,0.759967565536499,0.48608601093292236,0.5673081874847412,0.8016009330749512,0.5622400045394897]",0.6981427073478699,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,-1.2333717346191406,0.7527709007263184,1,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,1926181049,-2.137291431427002,1.9630637809229154,0.3118320107460022,5.060792922973633,1.3284255266189575,1.0,34af8f299ac8c282424f79bb61e50db124597ff25a85d01f8031c8d9e5dc4ef0,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,2.059013605117798
0.3663357198238373,0.09738563001155853,0.0015570372343063354,c615fe717bdacfc7ad04f04a8dcafb534a1a268a01fa069e945f962525a409eb,multipath_estimated_csi,-6.0698770539602265e-05,0.002251144964247942,-6.621793508529663,-4.5705249309539795,0.9059621095657349,0.20902720093727112,0.0,0.01666666753590107,0.12440650910139084,0.17859987914562225,1.3268992900848389,0.7693773508071899,0.09908295422792435,0.2068367600440979,36f4dab22b67d8f5a27ca63db644a6481a9f45f121d65b975a0eae0b679af193,10.0,"[0.1551770567893982,0.5195951461791992,0.46046876907348633,0.6374778151512146,0.2871665358543396,0.3719457685947418,0.2404281497001648,0.25842610001564026]",0.24344824254512787,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,6.797972202301025,4.784066677093506,0,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,662369188,0.7870132923126221,1.6465561230861518,0.21360692381858826,6.703846454620361,0.20902720093727112,1.0,34af8f299ac8c282424f79bb61e50db124597ff25a85d01f8031c8d9e5dc4ef0,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,3.418889284133911
0.34713152050971985,0.10196353495121002,0.0033532525412738323,da499715f635e102c372595b0cd6f91046eb4c009965ff36c26d0fe6e47c5834,multipath_estimated_csi,-0.0048101963475346565,0.011952032335102558,-4.147986650466919,-3.1731929779052734,0.8680339455604553,0.34507378935813904,0.0,0.07500000298023224,0.08664495497941971,0.16691653430461884,1.4589598178863525,1.3214648962020874,0.04825450852513313,0.3379320204257965,206cd0a798bedeb2900dc3de8c5c41d477a12e3c5dc22460b2576baa4215a26b,10.0,"[0.15984337031841278,0.20350496470928192,0.3108140826225281,0.6504598259925842,0.37903016805648804,0.32177627086639404,0.28079932928085327,0.4708239436149597]",0.24375218152999878,11dfe94c8491db35a82df2d1e035b5a7f425dd3133825ee829bcc106a4072bda,4.620880126953125,2.897930860519409,1,8ff2e6876607565e3f3ef005dd84fec04f8a6358f3a1ab7d066198109030c106,1955694594,3.260820150375366,1.2071810494168258,0.1827162653207779,7.382227897644043,0.34507378935813904,1.0,34af8f299ac8c282424f79bb61e50db124597ff25a85d01f8031c8d9e5dc4ef0,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,1,4.816221237182617
