layer,raw_mse,normalized_mse,target_power,reconstruction_power,power_ratio,cosine_similarity,pearson_correlation
0,4.282270908355713,0.3337244391441345,12.831757545471191,4.235267162322998,0.3300613462924957,0.8671194314956665,0.8670694231987
1,0.3033197224140167,0.12407422065734863,2.4446635246276855,1.8633068799972534,0.7621936202049255,0.9381729960441589,0.9381727576255798
2,0.1386505514383316,0.09100577980279922,1.5235357284545898,1.3326854705810547,0.8747320175170898,0.9535878300666809,0.9535869359970093
3,0.09064671397209167,0.07926064729690552,1.1436535120010376,1.0596067905426025,0.9265103340148926,0.9595563411712646,0.9595532417297363
4,0.06723693758249283,0.0738551989197731,0.910388708114624,0.8740377426147461,0.9600709676742554,0.9625198245048523,0.9625189304351807
5,0.0453290157020092,0.06428080052137375,0.7051718831062317,0.7030512690544128,0.9969927668571472,0.9678123593330383,0.9678112268447876
6,0.04314850643277168,0.06667181104421616,0.6471776366233826,0.6436827182769775,0.9945997595787048,0.9665772318840027,0.9665793776512146
7,0.029170619323849678,0.056880105286836624,0.5128439664840698,0.524767279624939,1.0232493877410889,0.971950888633728,0.971950113773346
