best_step,final_window_loss_slope,passed,same_speaker_unseen_correlation,same_speaker_unseen_layer0_loss,same_speaker_unseen_loss,same_speaker_unseen_power_ratio,seen_correlation,seen_layer0_loss,seen_loss,seen_power_ratio,stage,steps,subset_size,unseen_speaker_unseen_correlation,unseen_speaker_unseen_layer0_loss,unseen_speaker_unseen_loss,unseen_speaker_unseen_power_ratio
1000,-5.813716416025273e-05,False,0.04692875930231821,0.9603463038802147,1.010679380968213,0.017684063379419968,0.2430644710548222,0.9438388273119926,0.9568629609420896,0.019542936839570757,g0_direct,1000,16,0.04956220739040873,0.9561039283871651,1.0090884324163198,0.016525661638297606
975,-3.583395301397123e-05,False,0.05128304985831278,0.9618161246180534,1.003616607747972,0.010256335339363432,0.11877208278747275,0.9550086334347725,0.9896801011636853,0.011516564874909818,g0_direct,1000,64,0.05261931061932046,0.9596509784460068,1.0025918036699295,0.009527281326882076
996,-1.790892927642882e-05,False,0.04465260163635776,0.9733065962791443,1.0043711103498936,0.00896767430640466,0.061783864337485284,0.9696088880300522,1.0015136916190386,0.009890529725453234,g0_direct,1000,256,0.04587699882767993,0.9716781824827194,1.003473399206996,0.008243297081207857
993,-1.3617831482440577e-05,False,0.04476750922276551,0.9741158857941628,1.0040137665346265,0.008506782867698348,0.04589662977195985,0.9722690507769585,1.0042226100340486,0.009152893551799934,g0_direct,1000,full,0.04520184569673802,0.9715282693505287,1.0034008221700788,0.008102026742562884
