aggregate_layer_nmse,clean_si_sdr_db,clean_stft_l1,clean_waveform_snr_db,delta_si_sdr_db,delta_waveform_snr_db,si_sdr_db,stft_l1,stft_ratio,summed_latent_correlation,summed_latent_nmse,summed_latent_power_ratio,summed_latent_snr_db,utterance_id,waveform_snr_db
0.18574950098991394,-3.1040053367614746,0.07527438551187515,1.0700792074203491,0.6706395149230957,0.238197922706604,-2.433365821838379,0.07807941734790802,1.0372640947775038,0.9407249689102173,0.11523198336362839,0.9126155972480774,9.384269714355469,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2412/153948/2412-153948-0003.flac,1.3082771301269531
0.18940308690071106,7.409512519836426,0.07010137289762497,7.990209579467773,-1.005915641784668,-0.8937993049621582,6.403596878051758,0.0743313804268837,1.0603412936781733,0.9359501600265503,0.12392331659793854,0.886332631111145,9.068470001220703,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1462/170145/1462-170145-0020.flac,7.096410274505615
0.21362493932247162,-0.9442669153213501,0.12594273686408997,1.9172885417938232,0.3358723521232605,0.23222041130065918,-0.6083945631980896,0.12336552143096924,0.9795366092774218,0.9459301829338074,0.10544300824403763,0.9230650067329407,9.769822120666504,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6241/61943/6241-61943-0026.flac,2.1495089530944824
0.1473248153924942,2.5081710815429688,0.1248461976647377,3.971006393432617,-0.663533091545105,-0.3035573959350586,1.8446379899978638,0.12878046929836273,1.0315129471879483,0.9434102773666382,0.10997876524925232,0.8954517245292664,9.586912155151367,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6295/244435/6295-244435-0025.flac,3.6674489974975586
0.19673725962638855,-1.4382336139678955,0.05378742143511772,2.053325653076172,-0.7680985927581787,-1.3794779181480408,-2.206332206726074,0.06783363968133926,1.261143179417238,0.9424247145652771,0.11210306733846664,0.9195215106010437,9.503825187683105,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1988/147956/1988-147956-0020.flac,0.6738477349281311
0.21637162566184998,0.5820378661155701,0.03059161826968193,2.532683849334717,-0.9974711835384369,-0.5735950469970703,-0.4154333174228668,0.03098253346979618,1.0127785067356725,0.9594627618789673,0.07954912632703781,0.9415658116340637,10.993644714355469,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/8842/304647/8842-304647-0008.flac,1.9590888023376465
0.1552909016609192,5.88787841796875,0.06683364510536194,6.827053070068359,0.03924274444580078,-0.08205413818359375,5.927121162414551,0.06721186637878418,1.0056591447739531,0.9579018354415894,0.08249559998512268,0.934486985206604,10.835693359375,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3000/15664/3000-15664-0010.flac,6.744998931884766
0.16680435836315155,5.975652694702148,0.2256418913602829,6.94328498840332,-0.7210350036621094,-0.5739226341247559,5.254617691040039,0.24407130479812622,1.0816754961888573,0.9436748623847961,0.1094355583190918,0.9015920758247375,9.608414649963379,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/3752/4944/3752-4944-0000.flac,6.3693623542785645
0.16658392548561096,4.799922466278076,0.05775555595755577,5.834351062774658,0.4797224998474121,0.5721616744995117,5.279644966125488,0.06217389553785324,1.0765006847747165,0.9524554014205933,0.0929485559463501,0.9323710799217224,10.317573547363281,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/1272/141231/1272-141231-0020.flac,6.40651273727417
0.18729564547538757,7.450991153717041,0.056031566113233566,8.152566909790039,-2.0634899139404297,-2.0209197998046875,5.387501239776611,0.06252408027648926,1.1158724378707359,0.9297146797180176,0.13946805894374847,0.9838603138923645,8.555252075195312,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2803/154320/2803-154320-0007.flac,6.131647109985352
0.18134650588035583,5.147538661956787,0.08763307332992554,6.225582122802734,-0.8471455574035645,-0.6477646827697754,4.300393104553223,0.09419810771942139,1.0749150308215194,0.9475224018096924,0.10227673500776291,0.9159775376319885,9.902231216430664,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/6319/57405/6319-57405-0006.flac,5.577817440032959
0.21878570318222046,3.494885206222534,0.05639130249619484,4.671902656555176,0.07257866859436035,0.122283935546875,3.5674638748168945,0.05783175677061081,1.0255439085577633,0.9391548037528992,0.11799057573080063,0.8882622718811035,9.281526565551758,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/8297/275156/8297-275156-0005.flac,4.794186592102051
0.17952272295951843,5.996162414550781,0.046041131019592285,6.949062347412109,-0.6941885948181152,-0.6219558715820312,5.301973819732666,0.04689865931868553,1.018625265715743,0.9416794180870056,0.1135823130607605,0.9271413087844849,9.446892738342285,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2035/147961/2035-147961-0013.flac,6.327106475830078
0.21530553698539734,-22.43401336669922,0.06834770739078522,-2.2997817993164062,0.28461265563964844,-0.047789812088012695,-22.14940071105957,0.07152728736400604,1.0465206529173134,0.9478242993354797,0.10167662799358368,0.9112372994422913,9.927788734436035,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/5895/34622/5895-34622-0011.flac,-2.347571611404419
0.21656079590320587,-1.6541506052017212,0.09663653373718262,1.6293691396713257,-0.22955501079559326,-0.17933940887451172,-1.8837056159973145,0.10062993317842484,1.0413239101901446,0.935157299041748,0.12551946938037872,0.8856385350227356,9.01288890838623,/home/mike/jscc/data/mini_librispeech/LibriSpeech/dev-clean-2/2428/83699/2428-83699-0037.flac,1.450029730796814
