enhancement_loss,layer0_loss,same_speaker_loss,stage,status,unseen_speaker_loss
0.5619911322636264,0.13387940637767315,0.4727996119763702,g0_direct,passed,0.5084771665278822
0.7750654103500503,0.29981373623013496,0.6846748308744282,g1_mapping_train,passed,0.7156589510850608
0.7980847060680389,0.3420461639761925,0.7113103384617716,g2_fixed_clean,passed,0.7410798883065581
0.8400002654109683,0.39262833818793297,0.7515365513972938,g3_random_clean,passed,0.7840787745080888
